Date      Temp  Humi  Wind  Rain   UV     Weather
05/22/13  48.6  79.4   5.9  0.00  1.02    mild-windy
05/23/13  56.9  60.8  11.2  0.00  2.14    mild-windy
05/24/13  65.3  61.4   9.8  0.00  2.17    hot-windy
05/25/13  68.2  60.8   6.4  0.00  2.06    hot-windy
05/26/13  60.5  84.5   4.7  0.03  1.42    hot-humid
05/27/13  59.8  83.6   5.3  0.22  1.06    mild-rainy
05/28/13  62.1  57.4   4.4  0.00  2.13    hot-sunny
05/29/13  59.5  76.4   4.2  1.69  1.49    mild-rainy
05/30/13  57.6  70.1   6.1  0.07  1.40    mild-windy
05/31/13  52.6  63.6  10.7  0.06  0.84    mild-windy
06/01/13  53.8  60.0  11.3  0.02  2.32    mild-windy
06/02/13  57.6  62.8   6.0  0.00  2.46    mild-windy
06/03/13  60.0  63.7   7.2  0.00  2.26    hot-windy
06/04/13  54.8  54.9   8.4  0.00  2.09    mild-windy
06/05/13  54.1  58.8   6.9  0.00  1.52    mild-windy
06/06/13  59.6  56.6   2.3  0.00  2.43    mild-sunny
06/07/13  65.6  58.1   3.9  0.11  2.35    hot-rainy
06/08/13  64.9  57.0   8.2  0.05  2.11    hot-windy
06/09/13  65.9  53.0   4.4  0.00  2.67    hot-sunny
06/10/13  69.9  60.3   6.0  0.00  2.80    hot-windy
06/11/13  67.1  69.2   3.0  0.14  1.24    hot-rainy
06/12/13  59.6  75.1   4.6  0.00  1.54    mild-sunny
06/13/13  64.1  65.3   8.8  0.00  2.33    hot-windy
06/14/13  69.0  57.1   6.2  0.00  2.70    hot-windy
06/15/13  67.7  44.4   2.9  0.00  2.57    hot-sunny
06/16/13  67.7  57.6   2.5  0.00  2.45    hot-sunny
06/17/13  65.7  59.8   2.1  0.29  1.47    hot-rainy
06/18/13  68.2  64.2   3.9  0.00  2.65    hot-sunny
06/19/13  73.8  56.9   8.7  0.00  2.54    hot-windy
06/20/13  76.9  41.9   6.9  0.03  2.54    hot-windy
06/21/13  65.4  81.2   4.4  0.58  0.76    hot-rainy
06/22/13  64.6  76.4   3.7  0.41  1.87    hot-rainy
06/23/13  65.4  59.5   3.1  0.00  2.64    hot-sunny
06/24/13  72.1  57.8   3.7  0.00  1.89    hot-sunny
06/25/13  77.4  40.3   6.4  0.00  2.32    hot-windy
06/26/13  75.4  52.0   3.0  0.00  2.81    hot-sunny
06/27/13  77.4  47.3   4.1  0.00  2.98    hot-sunny
06/28/13  74.8  46.0   6.4  0.00  3.00    hot-windy
06/29/13  72.0  48.2   3.8  0.00  2.85    hot-sunny
06/30/13  71.2  47.7   2.8  0.00  2.47    hot-sunny
07/01/13  71.1  54.2   5.0  0.00  2.26    hot-windy
07/02/13  72.1  48.8   2.4  0.00  2.52    hot-sunny
07/03/13  75.8  44.6   3.7  0.00  2.70    hot-sunny
07/04/13  75.5  51.3   3.0  0.23  1.60    hot-rainy
07/05/13  73.5  64.5   2.6  0.08  1.53    hot-sunny
07/06/13  76.0  58.4   3.8  0.02  2.48    hot-sunny
07/07/13  73.3  61.6   3.1  0.11  2.31    hot-rainy
07/08/13  73.4  63.9   5.0  0.22  2.17    hot-rainy
07/09/13  72.6  56.2   4.8  0.00  1.36    hot-sunny
07/10/13  72.5  60.9   4.5  0.06  1.90    hot-sunny
07/11/13  82.3  51.3   6.3  0.00  2.33    hot-windy
07/12/13  80.7  45.6   6.9  0.00  2.05    hot-windy
07/13/13  79.3  54.1   4.0  0.00  2.35    hot-sunny
07/14/13  65.7  75.5   6.7  0.00  1.14    hot-windy
07/15/13  74.3  66.3   7.0  0.00  2.36    hot-windy
07/16/13  79.6  41.2   6.4  0.00  2.50    hot-windy
07/17/13  78.5  51.3   5.5  0.00  2.57    hot-windy
07/18/13  81.2  48.5   4.9  0.00  2.07    hot-sunny
07/19/13  74.8  57.3   3.1  0.54  2.00    hot-rainy
07/20/13  72.8  67.6   2.6  0.30  1.64    hot-rainy
07/21/13  76.7  58.1   5.6  0.26  2.44    hot-rainy
07/22/13  75.6  53.3   5.3  0.03  2.24    hot-windy
07/23/13  71.9  65.0   2.3  0.00  1.97    hot-sunny
07/24/13  75.2  54.2   2.9  0.00  2.49    hot-sunny
07/25/13  70.9  57.9   5.9  0.07  2.42    hot-windy
07/26/13  63.1  59.1   3.0  0.05  2.32    hot-sunny
07/27/13  62.9  58.5   4.5  0.00  2.14    hot-sunny
07/28/13  65.2  69.3   5.9  0.00  1.56    hot-windy
07/29/13  71.1  60.7   4.9  0.00  2.42    hot-sunny
07/30/13  71.5  62.6   3.3  0.00  2.20    hot-sunny
07/31/13  73.0  51.3   3.4  0.00  2.29    hot-sunny
08/01/13  69.2  62.2   2.3  0.21  1.52    hot-rainy
08/02/13  66.1  71.3   5.3  0.02  2.02    hot-windy
08/03/13  68.9  71.9   7.2  0.43  2.15    hot-rainy
08/04/13  73.6  67.2   4.5  0.00  2.22    hot-sunny
08/05/13  71.7  66.3   3.5  0.41  2.15    hot-rainy
08/06/13  69.7  56.8   5.4  0.24  2.07    hot-rainy
08/07/13  71.0  55.6   3.1  0.05  1.81    hot-sunny
08/08/13  69.0  58.8   3.4  0.00  2.19    hot-sunny
08/09/13  67.5  59.5   2.1  0.28  1.73    hot-rainy
08/10/13  70.3  57.4   3.4  0.00  2.05    hot-sunny
08/11/13  67.8  54.1   3.0  0.00  1.07    hot-sunny
08/12/13  68.1  52.3   1.2  0.00  1.15    hot-sunny
08/13/13  66.8  48.9   3.3  0.17  1.39    hot-rainy
08/14/13  65.6  49.2   1.8  0.00  1.36    hot-sunny
08/15/13  66.3  45.6   3.4  0.00  1.68    hot-sunny
08/16/13  69.9  46.0   5.0  0.00  2.04    hot-windy
08/17/13  75.7  43.1   3.0  0.00  1.74    hot-sunny
08/18/13  73.3  45.9   2.5  0.00  0.94    hot-sunny
08/19/13  78.7  43.0   3.6  0.00  1.55    hot-sunny
08/20/13  78.5  45.6   1.6  0.00  0.99    hot-sunny
08/21/13  73.5  50.5   3.2  0.00  1.05    hot-sunny
08/22/13  69.6  46.1   4.8  0.00  1.68    hot-sunny
08/23/13  76.0  44.3   7.3  0.00  1.69    hot-windy
08/24/13  82.9  39.0   2.9  0.00  1.93    hot-sunny
08/25/13  81.2  45.7   2.8  0.00  1.78    hot-sunny
08/26/13  83.6  41.6   1.8  0.00  2.00    hot-sunny
08/27/13  83.8  41.2   4.5  0.00  2.04    hot-sunny
08/28/13  76.8  44.5   4.9  0.00  1.49    hot-sunny
08/29/13  83.3  39.5   4.8  0.00  2.03    hot-sunny
08/30/13  76.1  49.0   3.9  0.88  1.43    hot-rainy
08/31/13  75.4  41.0   6.6  0.00  1.93    hot-windy
09/01/13  70.1  43.9   2.0  0.00  2.07    hot-sunny
09/02/13  73.5  45.1   3.4  0.00  1.87    hot-sunny
09/03/13  78.0  48.1   1.8  0.00  1.85    hot-sunny
09/04/13  77.9  47.8   2.3  0.00  1.72    hot-sunny
09/05/13  79.8  47.6   3.9  0.00  1.47    hot-sunny
09/06/13  78.6  48.6   2.2  0.00  1.15    hot-sunny
09/07/13  80.4  45.9   4.1  0.00  1.79    hot-sunny
09/08/13  70.3  42.6   2.4  0.51  1.14    hot-rainy
09/09/13  68.0  44.7   3.1  0.02  1.16    hot-sunny
09/10/13  67.5  48.6   2.3  0.00  1.34    hot-sunny
09/11/13  69.8  44.3   2.0  0.00  1.53    hot-sunny
09/12/13  66.4  48.6   3.5  0.00  1.70    hot-sunny
09/13/13  64.0  42.4   8.5  0.00  1.33    hot-windy
09/14/13  67.4  42.0   5.8  0.00  1.48    hot-windy
09/15/13  59.8  42.1   4.4  0.00  0.88    mild-sunny
09/16/13  59.7  42.5   9.1  0.00  1.00    mild-windy
09/17/13  68.6  39.8   3.5  0.00  1.60    hot-sunny
09/18/13  71.5  41.8   4.2  0.00  1.48    hot-sunny
09/19/13  55.9  50.1   7.5  0.00  1.20    mild-windy
09/20/13  56.4  44.8   1.6  0.00  1.46    mild-sunny
09/21/13  64.7  38.4   2.2  0.00  1.55    hot-sunny
09/22/13  71.1  39.3   3.2  0.06  1.33    hot-sunny
09/23/13  58.6  40.7   5.9  0.29  0.50    mild-rainy
09/24/13  61.2  44.6   5.6  0.01  1.52    hot-windy
09/25/13  64.2  45.5   7.5  0.00  1.36    hot-windy
09/26/13  55.8  47.2   6.5  0.00  1.32    mild-windy
09/27/13  44.4  47.5   7.2  0.06  0.46    mild-windy
09/28/13  53.7  42.0   3.2  0.00  1.26    mild-sunny
09/29/13  61.6  38.2   2.7  0.00  1.28    hot-sunny
09/30/13  65.1  40.6   5.8  0.00  1.24    hot-windy
10/01/13  58.5  37.4   4.5  0.00  1.33    mild-sunny
10/02/13  56.3  44.6   6.6  0.00  1.02    mild-windy
10/03/13  47.5  47.0   4.8  0.64  0.27    mild-rainy
10/04/13  34.3  48.4  14.9  2.62  0.00    mild-rainy
10/05/13  35.2  49.3  12.6  2.09  0.04    mild-rainy
10/06/13  46.0  44.3   2.6  0.01  1.36    mild-sunny
10/07/13  49.9  45.2   3.1  0.00  1.35    mild-sunny
10/08/13  56.8  42.2   4.0  0.00  0.99    mild-sunny
10/09/13  50.5  48.8   4.3  0.00  0.86    mild-sunny
10/10/13  49.1  40.4   2.7  0.18  0.80    mild-rainy
10/11/13  47.3  41.6  13.2  0.98  0.72    mild-rainy
10/12/13  45.1  47.4   3.1  0.00  1.02    mild-sunny
10/13/13  46.8  41.4   3.3  0.00  0.93    mild-sunny
10/14/13  40.7  37.5  11.6  1.37  0.02    mild-rainy
10/15/13  37.4  44.7  10.7  0.10  0.64    mild-rainy
10/16/13  42.5  44.2   3.1  0.00  0.93    mild-sunny
10/17/13  38.5  48.1   8.1  0.00  0.58    mild-windy
10/18/13  38.2  46.3   4.8  0.00  0.56    mild-sunny
10/19/13  52.7  41.9   4.2  0.00  0.87    mild-sunny
10/20/13  44.5  44.7   8.6  0.02  0.67    mild-windy
10/21/13  44.4  42.2   6.4  0.02  0.72    mild-windy
10/22/13  47.7  40.4   4.4  0.01  0.53    mild-sunny
10/23/13  45.0  40.5   6.1  0.00  0.45    mild-windy
10/24/13  39.6  41.3   3.9  0.00  0.83    mild-sunny
10/25/13  50.6  41.6   4.3  0.00  0.95    mild-sunny
10/26/13  46.9  47.7   3.7  0.00  0.83    mild-sunny
10/27/13  51.0  44.6   4.6  0.00  0.82    mild-sunny
10/28/13  28.3  43.3   4.0  0.00  0.18    cold-overcast
10/29/13  28.4  43.6   5.2  0.00  0.27    cold-windy
10/30/13  32.8  41.9   2.9  0.07  0.38    mild-overcast
10/31/13  42.9  45.6   4.8  0.01  0.47    mild-overcast
11/01/13  44.5  45.2  12.5  0.01  0.70    mild-windy
11/02/13  46.6  47.2   7.1  0.00  0.75    mild-windy
11/03/13  48.7  45.5   8.0  0.00  0.46    mild-windy
11/04/13  36.8  49.3   3.7  0.00  0.51    mild-sunny
11/05/13  27.2  43.5   2.5  0.10  0.20    cold-rainy
11/06/13  31.5  48.1   2.2  0.17  0.52    mild-rainy
11/07/13  35.1  43.9   4.2  0.00  0.64    mild-sunny
11/08/13  45.7  41.6   6.8  0.01  0.60    mild-windy
11/09/13  41.0  52.3   4.0  0.00  0.57    mild-sunny
11/10/13  41.7  48.6   4.0  0.00  0.62    mild-sunny
11/11/13  19.7  48.8   5.0  0.01  0.39    cold-windy
11/12/13  31.1  47.0   2.4  0.02  0.58    mild-sunny
11/13/13  49.2  45.4   3.6  0.01  0.55    mild-sunny
11/14/13  45.0  44.8   3.6  0.00  0.51    mild-sunny
11/15/13  38.4  46.1   1.0  0.00  0.45    mild-overcast
11/16/13  37.4  46.9   1.6  0.00  0.37    mild-overcast
11/17/13  37.7  43.2   6.8  0.00  0.48    mild-windy
11/18/13  39.5  46.5   3.9  0.00  0.49    mild-overcast
11/19/13  44.7  46.6   2.6  0.00  0.32    mild-overcast
11/20/13  29.3  48.8   9.0  0.00  0.24    cold-windy
11/21/13  13.4  56.8   6.3  0.00  0.37    cold-windy
11/22/13  21.7  45.8   4.4  0.00  0.45    cold-overcast
11/23/13  20.4  52.8   5.2  0.00  0.46    cold-windy
11/24/13  37.0  48.1   4.2  0.00  0.49    mild-overcast
11/25/13  37.0  46.4   6.8  0.00  0.40    mild-windy
11/26/13  26.7  50.3   5.5  0.00  0.40    cold-windy
11/27/13  33.9  45.7   5.5  0.00  0.42    mild-windy
11/28/13  23.5  46.2   5.8  0.00  0.26    cold-windy
11/29/13  38.2  46.8   2.6  0.00  0.47    mild-overcast
11/30/13  39.1  50.7   2.3  0.00  0.34    mild-overcast
12/01/13  43.3  48.0   2.4  0.00  0.35    mild-overcast
12/02/13  40.5  46.1   3.1  0.02  0.36    mild-overcast
12/03/13  17.1  49.6   8.6  0.00  0.18    cold-windy
12/04/13   7.3  58.7  11.4  0.00  0.34    cold-windy
12/05/13  -1.1  62.2   2.8  0.00  0.39    cold-overcast
12/06/13  -6.1  64.6   3.2  0.00  0.36    cold-overcast
12/07/13  -8.7  65.3   3.2  0.00  0.33    cold-overcast
12/08/13  -2.4  63.4   2.6  0.00  0.33    cold-overcast
12/09/13   9.9  58.0   5.5  0.00  0.35    cold-windy
12/10/13  15.3  53.0   5.2  0.02  0.31    cold-windy
12/11/13  12.2  56.6   2.3  0.00  0.40    cold-overcast
12/12/13  28.7  51.2   1.9  0.02  0.45    cold-overcast
12/13/13  22.8  49.3   3.7  0.01  0.31    cold-overcast
12/14/13  32.0  48.5   2.4  0.00  0.37    mild-overcast
12/15/13  43.9  47.8   2.6  0.00  0.37    mild-overcast
12/16/13  35.7  44.6   3.9  0.00  0.34    mild-overcast
12/17/13  35.7  48.9   5.1  0.00  0.37    mild-windy
12/18/13  40.6  47.1   3.2  0.00  0.36    mild-overcast
12/19/13  13.6  51.8   6.1  0.00  0.20    cold-windy
12/20/13   6.4  57.3   1.6  0.00  0.42    cold-overcast
12/21/13  11.8  55.3   3.1  0.00  0.35    cold-overcast
12/22/13   8.7  56.5   3.5  0.00  0.29    cold-overcast
12/23/13   2.1  60.0   4.9  0.00  0.38    cold-overcast
12/24/13  30.8  49.0   5.7  0.14  0.33    mild-rainy
12/25/13  29.9  52.7   3.9  0.00  0.40    cold-overcast
12/26/13  36.3  50.2   2.6  0.00  0.40    mild-overcast
12/27/13  40.8  48.4   2.0  0.00  0.45    mild-overcast
12/28/13  26.4  51.4  11.7  0.00  0.36    cold-windy
12/29/13  13.7  56.2   4.4  0.00  0.30    cold-overcast
12/30/13  31.2  48.7   8.1  0.00  0.34    mild-windy
