Date      Temp  Humi  Wind  Rain   UV     Weather
06/14/11  63.2  63.6   7.3  0.01  2.00    hot-windy
06/15/11  65.2  49.8   4.9  0.00  3.05    hot-sunny
06/16/11  61.2  69.9   3.5  0.01  2.23    hot-sunny
06/17/11  62.9  55.9   4.0  0.01  2.89    hot-sunny
06/18/11  65.0  56.8   3.6  0.00  2.57    hot-sunny
06/19/11  62.0  71.8   4.6  0.13  1.57    hot-rainy
06/20/11  59.5  82.2   7.6  0.03  1.02    mild-windy
06/21/11  60.6  75.5   9.0  0.28  1.99    hot-rainy
06/22/11  64.6  63.8   6.1  0.00  3.16    hot-windy
06/23/11  65.6  65.0   6.2  0.00  2.94    hot-windy
06/24/11  68.6  67.1   4.1  1.17  2.92    hot-rainy
06/25/11  68.6  68.9   4.0  1.30  2.93    hot-rainy
06/26/11  64.9  77.0   6.1  0.12  1.92    hot-rainy
06/27/11  62.1  58.7   3.8  0.00  2.82    hot-sunny
06/28/11  70.9  62.7   6.7  0.00  3.01    hot-windy
06/29/11  84.7  46.2   5.9  0.00  3.03    hot-windy
06/30/11  79.4  48.5   5.3  0.06  2.61    hot-windy
07/01/11  66.1  77.8   2.9  0.26  1.52    hot-rainy
07/02/11  68.2  73.2   4.5  0.00  2.66    hot-sunny
07/03/11  74.7  63.1   3.1  0.00  3.38    hot-sunny
07/04/11  78.7  57.8   4.6  0.00  2.81    hot-sunny
07/05/11  71.5  72.5   3.3  0.00  1.52    hot-sunny
07/06/11  71.1  72.5   4.4  0.02  2.25    hot-sunny
07/07/11  73.8  60.7   1.7  0.00  2.34    hot-sunny
07/08/11  76.8  64.6   4.9  0.00  2.82    hot-sunny
07/09/11  73.4  53.8   4.2  0.04  3.28    hot-sunny
07/10/11  75.0  60.1   3.6  0.00  3.01    hot-sunny
07/11/11  69.5  61.2   3.4  0.03  2.05    hot-sunny
07/12/11  65.1  76.5   4.8  0.01  1.38    hot-sunny
07/13/11  68.1  84.1   7.8  0.06  1.91    hot-windy
07/14/11  80.3  57.4   4.0  0.00  3.25    hot-sunny
07/15/11  78.8  56.1   4.8  0.00  3.23    hot-sunny
07/16/11  83.9  50.6   3.9  0.00  3.20    hot-sunny
07/17/11  87.1  41.5   3.3  0.00  2.73    hot-sunny
07/18/11  87.0  48.1   2.6  0.00  2.88    hot-sunny
07/19/11  89.4  41.5   3.6  0.00  2.88    hot-sunny
07/20/11  80.2  34.7   6.7  0.00  3.08    hot-windy
07/21/11  75.2  47.8   2.2  0.00  2.94    hot-sunny
07/22/11  79.6  49.9   2.8  0.00  2.97    hot-sunny
07/23/11  71.9  62.3   6.3  0.00  2.52    hot-windy
07/24/11  76.6  59.8   4.2  0.00  2.84    hot-sunny
07/25/11  77.1  61.8   2.9  0.17  2.05    hot-rainy
07/26/11  74.3  58.8   4.1  0.00  1.29    hot-sunny
07/27/11  74.8  57.4   3.4  0.29  2.63    hot-rainy
07/28/11  71.5  70.1   3.2  0.02  2.30    hot-sunny
07/29/11  75.7  61.8   4.5  0.00  2.68    hot-sunny
07/30/11  79.9  49.2   2.7  0.00  2.65    hot-sunny
07/31/11  83.3  50.3   4.7  0.09  2.53    hot-sunny
08/01/11  81.9  54.6   5.5  0.06  2.65    hot-windy
08/02/11  76.6  49.4   4.3  0.00  2.87    hot-sunny
08/03/11  72.4  63.0   6.3  0.20  2.41    hot-rainy
08/04/11  73.9  65.3   2.3  0.00  2.56    hot-sunny
08/05/11  74.5  64.1   5.4  0.00  2.58    hot-windy
08/06/11  70.4  63.2   3.2  0.08  2.51    hot-sunny
08/07/11  70.6  68.9   4.4  0.53  1.79    hot-rainy
08/08/11  71.8  56.0   2.8  0.02  2.03    hot-sunny
08/09/11  65.0  63.6   2.1  0.04  1.74    hot-sunny
08/10/11  67.7  65.4   3.1  0.00  1.94    hot-sunny
08/11/11  69.2  68.5   2.3  0.12  1.69    hot-rainy
08/12/11  70.5  51.1   4.5  0.00  2.32    hot-sunny
08/13/11  69.8  53.1   3.6  0.00  2.66    hot-sunny
08/14/11  75.0  59.6   4.7  0.00  1.64    hot-sunny
08/15/11  80.7  47.7   3.0  0.00  2.68    hot-sunny
08/16/11  71.1  45.9   6.4  0.00  2.44    hot-windy
08/17/11  71.7  55.2   3.2  0.00  2.53    hot-sunny
08/18/11  78.8  44.2   3.8  0.00  2.31    hot-sunny
08/19/11  64.5  55.7   4.4  0.00  1.26    hot-sunny
08/20/11  67.5  57.6   2.8  0.00  2.38    hot-sunny
08/21/11  71.3  69.2   2.8  0.00  2.14    hot-sunny
08/22/11  81.2  45.9   2.8  0.00  2.26    hot-sunny
08/23/11  83.7  28.0   4.7  0.00  1.91    hot-sunny
08/24/11  76.2  36.2   3.9  0.00  2.12    hot-sunny
08/25/11  80.8  41.9   4.0  0.00  1.94    hot-sunny
08/26/11  79.5  38.4   3.8  0.00  1.98    hot-sunny
08/27/11  78.7  51.7   3.1  0.00  2.21    hot-sunny
08/28/11  78.5  46.1   4.1  0.00  2.20    hot-sunny
08/29/11  64.2  78.2   2.6  1.09  0.33    hot-rainy
08/30/11  71.5  60.0   2.9  0.00  2.27    hot-sunny
08/31/11  79.8  44.1   4.7  0.00  2.21    hot-sunny
09/01/11  70.5  53.2   6.3  0.28  2.11    hot-rainy
09/02/11  67.4  57.9   6.4  0.00  2.03    hot-windy
09/03/11  59.6  42.5   9.4  0.00  2.03    mild-windy
09/04/11  59.4  47.2   5.0  0.00  2.12    mild-windy
09/05/11  67.4  45.5   4.9  0.00  2.07    hot-sunny
09/06/11  71.9  37.4   2.1  0.00  1.48    hot-sunny
09/07/11  71.0  38.5   2.1  0.00  1.85    hot-sunny
09/08/11  68.7  42.7   2.0  0.00  1.97    hot-sunny
09/09/11  67.0  45.1   2.2  0.00  2.02    hot-sunny
09/10/11  68.4  46.0   2.0  0.00  2.02    hot-sunny
09/11/11  73.1  38.9   3.3  0.00  1.90    hot-sunny
09/12/11  70.0  37.3   6.5  0.00  1.67    hot-windy
09/13/11  58.6  58.7   3.1  0.00  1.69    mild-sunny
09/14/11  45.5  75.9   4.6  0.03  0.55    mild-sunny
09/15/11  42.6  85.4   8.4  0.31  0.52    mild-rainy
09/16/11  52.8  78.7   5.8  0.00  1.56    mild-windy
09/17/11  54.3  83.5   5.1  0.14  0.99    mild-rainy
09/18/11  60.8  50.2   2.0  0.01  1.48    hot-sunny
09/19/11  64.8  44.6   5.1  0.00  1.55    hot-windy
09/20/11  54.8  43.3  10.9  0.00  1.43    mild-windy
09/21/11  52.4  51.4   3.2  0.00  1.35    mild-sunny
09/22/11  54.1  52.8   2.6  0.00  1.53    mild-sunny
09/23/11  68.1  38.3   2.8  0.00  1.55    hot-sunny
09/24/11  71.6  35.9   3.4  0.00  1.68    hot-sunny
09/25/11  68.8  45.7   2.5  0.00  1.72    hot-sunny
09/26/11  65.3  49.9   3.9  0.00  1.55    hot-sunny
09/27/11  69.7  36.9   2.9  0.00  1.66    hot-sunny
09/28/11  68.5  38.2   5.7  0.00  1.55    hot-windy
09/29/11  57.8  31.7   6.9  0.00  1.49    mild-windy
09/30/11  59.5  38.7   4.9  0.00  1.50    mild-sunny
10/01/11  68.0  40.1   2.8  0.00  1.27    hot-sunny
10/02/11  70.5  39.3   1.7  0.00  1.30    hot-sunny
10/03/11  72.9  35.8   1.4  0.00  1.26    hot-sunny
10/04/11  72.3  37.9   4.0  0.00  1.37    hot-sunny
10/05/11  69.0  38.0   8.1  0.00  1.30    hot-windy
10/06/11  59.5  70.0   5.2  0.32  0.54    mild-rainy
10/07/11  55.2  49.1   7.2  0.00  1.10    mild-windy
10/08/11  47.6  78.8   7.5  0.14  0.38    mild-rainy
10/09/11  46.0  81.7   3.8  0.03  0.59    mild-humid
10/10/11  52.0  65.7   1.9  0.00  1.22    mild-sunny
10/11/11  54.2  55.3   1.5  0.00  0.98    mild-sunny
10/12/11  55.6  43.2   6.8  0.00  1.17    mild-windy
10/13/11  51.9  40.5   5.7  0.00  1.07    mild-windy
10/14/11  47.7  46.3   1.8  0.00  0.44    mild-overcast
10/15/11  51.1  55.3   5.1  0.00  1.11    mild-windy
10/16/11  47.8  53.9   3.8  0.13  0.98    mild-rainy
